"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2861","User deposits money into own account","","2026-07-25","passed","2026-07-25","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyIntoOwnAccount"
"","2501","Profile name update is rejected when the new name is invalid [3]    ","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","1180","Deposit request is rejected when auth header is empty","","2026-07-25","passed","2026-07-25","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectUnauthorisedDepositRequest"
"","1632","Profile name update is rejected when auth header is empty","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectUnauthorisedRequest"
"","2554","Transfer is rejected when amount exceeds the maximum limit","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenAmountExceedsMaximumLimit"
"","555","User creation is rejected when the request has invalid param 6: password has invalid format","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","6191","Transfer to another user's account succeeds when balance is sufficient [1] 0.01","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","2345","Profile name update is rejected when the new name is invalid [5] cdqMv","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","906","Transfer with fraud check request is rejected when auth header is empty","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldRejectUnauthorisedTransferWithFraudRequest"
"","2249","User creation is rejected when the request has invalid param 1: empty username","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","474","User creation is rejected when the request has invalid param 7: password below minimum length","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","2186","Profile name update is rejected when the new name is invalid [4] ZDWgl 65343","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","3150","Deposit succeeds when amount is within the allowed range [2] 4999.99","","2026-07-25","passed","2026-07-25","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","7669","Transfer to another user's account succeeds when balance is sufficient [2] 9999.99","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","1593","Authorization header is empty when invalid credentials was sent","","2026-07-25","passed","2026-07-25","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenInvalidCredentials"
"","3619","Transfer is not processed when additional verification is required [1] 0.01","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","6442","Transfer to another user is rejected when balance is insufficient [1] 0.01","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","5415","Profile name is updated when the new name is valid","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldUpdateProfileNameWhenNameIsValid"
"","3148","Transfer is rejected when receiver account does not exist","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenReceiverAccountDoesNotExist"
"","1815","User deletion is rejected when requested by a regular user","","2026-07-25","passed","2026-07-25","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenRequestedByRegularUser"
"","7130","Transfer is not processed when manual review is required [2] 9999.99","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","558","User creation is rejected when the request has invalid param 5: empty password","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","2418","Profile name update is rejected when the new name is invalid [8] 10 69","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","5031","Authorization token was received when valid credentials was sent","","2026-07-25","passed","2026-07-25","","api.auth.UserApiTest","api.auth.UserApiTest","shouldReturnAuthorizationTokenWhenValidCredentials"
"","4395","User creation is rejected when request without auth","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestWithoutAuth"
"","6479","Transfer to another user is rejected when balance is insufficient [2] 9999.99","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","8198","Transfer between own accounts is rejected when balance is insufficient [1] 0.01","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","528","User creation is rejected when the request has invalid param 4: username above the maximum length","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","4578","Transfer between own accounts is rejected when balance is insufficient [2] 9999.99","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","4119","User transfers money to another own account when balance is sufficient [3] 10000.0","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","2673","Transfer is rejected when amount is zero or negative [1] -0.01","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenAmountIsNotPositive"
"","3278","Transfer is rejected when amount is zero or negative [2] 0.0","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenAmountIsNotPositive"
"","2167","Admin delete existed user","","2026-07-25","passed","2026-07-25","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldDeleteUserWhenItExists"
"","44","User deletion is rejected when request without auth","","2026-07-25","passed","2026-07-25","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenRequestWithoutAuth"
"","3448","Deposit succeeds when amount is within the allowed range [1] 0.1","","2026-07-25","passed","2026-07-25","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","2390","Profile name update is rejected when the new name is invalid [7] frmivzcg cztmhfxzitzembtpiu1","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","645","User creation is rejected when the request has invalid param 2: username has invalid format","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","3089","Transfer is processed when fraud check is approved [3] 10000.0","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","6385","Profile name update is rejected when the new name is invalid [6] MLjRU ","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","1367","User creation is rejected when requested by a regular user","","2026-07-25","passed","2026-07-25","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestedByRegularUser"
"","1175","Authorization header is empty when request is empty","","2026-07-25","passed","2026-07-25","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenRequestIsEmpty"
"","5021","Transfer to another user's account succeeds when balance is sufficient [3] 10000.0","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","6281","Transfer is not processed when manual review is required [1] 0.01","","2026-07-25","passed","2026-07-25","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","3027","Deposit succeeds when amount is within the allowed range [3] 5000.0","","2026-07-25","passed","2026-07-25","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","2980","Deposit is rejected when amount exceeds the maximum limit","","2026-07-25","passed","2026-07-25","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountExceedsMaximumLimit"
"","2681","Profile name update is rejected when the new name is invalid [2]  ","","2026-07-25","passed","2026-07-25","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
