"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14364","Transfer between own accounts is rejected when balance is insufficient [2] 9999.99","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","19946","Transfer to another user is rejected when balance is insufficient [3] 10000.0","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","7733","Transfer is rejected when receiver account does not exist","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenReceiverAccountDoesNotExist"
"","5416","Profile name update is rejected when the new name is invalid [1] ","","2026-08-09","passed","2026-08-09","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","8966","User transfers money to another own account when balance is sufficient [1] 0.01","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","35242","User name is not updated when an invalid name is submitted","","2026-08-09","passed","2026-08-09","","ui.ChangeUserProfileUiTest","ui.ChangeUserProfileUiTest","shouldNotUpdateUserNameWhenNewNameIsInvalid"
"","5452","Profile name update is rejected when the new name is invalid [6] hGpJz ","","2026-08-09","passed","2026-08-09","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","1145","User creation is rejected when the request has invalid param 6: password has invalid format","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","4906","User deletion is rejected when requested by a regular user","","2026-08-09","passed","2026-08-09","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenRequestedByRegularUser"
"","5412","Authorization token was received when valid credentials was sent","","2026-08-09","passed","2026-08-09","","api.auth.UserApiTest","api.auth.UserApiTest","shouldReturnAuthorizationTokenWhenValidCredentials"
"","8858","User transfers money to another own account when balance is sufficient [2] 9999.99","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","889","User creation is rejected when the request has invalid param 4: username above the maximum length","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","20777","Transfer to another user is rejected when balance is insufficient [2] 9999.99","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","3085","Authorization header is empty when request is empty","","2026-08-09","passed","2026-08-09","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenRequestIsEmpty"
"","9897","Deposit is rejected when amount is zero or negative [1] -0.01","","2026-08-09","passed","2026-08-09","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountIsNotPositive"
"","1571","User creation is rejected when the request has invalid param 7: password below minimum length","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","6104","Profile name update is rejected when the new name is invalid [4] RYwpX 38107","","2026-08-09","passed","2026-08-09","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","2650","Transfer is processed when fraud check is approved [2] 9999.99","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","3926","User creation is rejected when requested by a regular user","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestedByRegularUser"
"","9094","Deposit succeeds when amount is within the allowed range [2] 4999.99","","2026-08-09","passed","2026-08-09","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","10146","Deposit is rejected when amount is zero or negative [2] 0.0","","2026-08-09","passed","2026-08-09","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountIsNotPositive"
"","1526","User creation is rejected when the request has invalid param 1: empty username","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","8494","Transfer is not processed when additional verification is required [3] 10000.0","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","211","User creation is rejected when request without auth","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestWithoutAuth"
"","11671","User transfers money to another own account when balance is sufficient [3] 10000.0","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","8729","Deposit succeeds when amount is within the allowed range [3] 5000.0","","2026-08-09","passed","2026-08-09","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","13849","User cannot transfer money without confirming the transfer and see failure alert","","2026-08-09","passed","2026-08-09","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldRejectTransferWithoutConfirmation"
"","5785","Profile name update is rejected when the new name is invalid [3]    ","","2026-08-09","passed","2026-08-09","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","1519","User creation is rejected when the request is empty","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsEmpty"
"","14076","User cannot transfer money when recipient name does not match and see failure alert","","2026-08-09","passed","2026-08-09","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldRejectTransferWhenRecipientNameDoesNotMatch"
"","20905","Transfer to another user's account succeeds when balance is sufficient [2] 9999.99","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","21796","User name is updated when a valid name is submitted","","2026-08-09","passed","2026-08-09","","ui.ChangeUserProfileUiTest","ui.ChangeUserProfileUiTest","shouldUpdateUserNameWhenNewNameIsValid"
"","9068","Transfer is not processed when additional verification is required [2] 9999.99","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","32683","Transfer is not processed when manual review is required [1] 0.01","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","1743","User creation is rejected when the request has invalid param 3: username below minimum length","","2026-08-09","passed","2026-08-09","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","16228","Deposit to another user's account is rejected","","2026-08-09","passed","2026-08-09","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositToAnotherUsersAccount"
"","10423","Transfer is not processed when manual review is required [3] 10000.0","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","5469","Profile name update is rejected when the new name is invalid [8] 87 98","","2026-08-09","passed","2026-08-09","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","6768","User delete is rejected when user is not exist","","2026-08-09","passed","2026-08-09","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenUserIsNotExist"
"","12759","Transfer between own accounts is rejected when balance is insufficient [3] 10000.0","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","8398","Deposit is rejected when amount exceeds the maximum limit","","2026-08-09","passed","2026-08-09","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountExceedsMaximumLimit"
"","3529","Transfer request is rejected when auth header is empty","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectUnauthorisedDepositRequest"
"","10025","User sees error alert when deposit amount exceeds the limit","","2026-08-09","passed","2026-08-09","","ui.transactions.MakeDepositUiTest","ui.transactions.MakeDepositUiTest","shouldRejectDepositWhenAmountExceedsLimit"
"","10555","User deposits money into own account","","2026-08-09","passed","2026-08-09","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyIntoOwnAccount"
"","2513","Transfer is processed when fraud check is approved [3] 10000.0","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","11263","Transfer is not processed when manual review is required [2] 9999.99","","2026-08-09","passed","2026-08-09","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
