"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29003","Deposit is rejected when account does not exist","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAccountDoesNotExist"
"","12677","Transfer is processed when fraud check is approved [1] 0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","19480","User cannot transfer money without confirming the transfer and see failure alert","","2026-08-04","passed","2026-08-04","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldRejectTransferWithoutConfirmation"
"","21922","User name is updated when a valid name is submitted","","2026-08-04","passed","2026-08-04","","ui.ChangeUserProfileUiTest","ui.ChangeUserProfileUiTest","shouldUpdateUserNameWhenNewNameIsValid"
"","10118","User transfers money to another own account when balance is sufficient [1] 0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","5844","Transfer request is rejected when auth header is empty","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectUnauthorisedDepositRequest"
"","2346","User creation is rejected when the request has invalid param 1: empty username","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","39984","User can deposit money into own account and see success alert","","2026-08-04","passed","2026-08-04","","ui.transactions.MakeDepositUiTest","ui.transactions.MakeDepositUiTest","shouldDepositMoneyIntoOwnAccount"
"","2324","User creation is rejected when the request has invalid param 6: password has invalid format","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","41919","Transfer between own accounts is rejected when balance is insufficient [1] 0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","12219","Deposit is rejected when amount is zero or negative [2] 0.0","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountIsNotPositive"
"","3224","Transfer is processed when fraud check is approved [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","19048","Transfer to another user's account succeeds when balance is sufficient [1] 0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","18660","Transfer between own accounts is rejected when balance is insufficient [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","7992","Profile name update is rejected when the new name is invalid [7] yzsc znf9","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","8334","Transfer is rejected when receiver account does not exist","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenReceiverAccountDoesNotExist"
"","31602","Transfer to another user is rejected when balance is insufficient [1] 0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","5777","Profile name update is rejected when auth header is empty","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectUnauthorisedRequest"
"","13728","Transfer is rejected when sender account does not exist","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenSenderAccountDoesNotExist"
"","2546","User creation is rejected when the request has invalid param 4: username above the maximum length","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","6346","User deletion is rejected when requested by a regular user","","2026-08-04","passed","2026-08-04","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenRequestedByRegularUser"
"","40093","User name is not updated when an invalid name is submitted","","2026-08-04","passed","2026-08-04","","ui.ChangeUserProfileUiTest","ui.ChangeUserProfileUiTest","shouldNotUpdateUserNameWhenNewNameIsInvalid"
