"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9253","Profile name update is rejected when the new name is invalid [6] rFoPQ ","","2026-08-05","passed","2026-08-05","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","9781","Admin delete existed user","","2026-08-05","passed","2026-08-05","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldDeleteUserWhenItExists"
"","6507","Authorization token was received when valid credentials was sent","","2026-08-05","passed","2026-08-05","","api.auth.UserApiTest","api.auth.UserApiTest","shouldReturnAuthorizationTokenWhenValidCredentials"
"","6441","Deposit request is rejected when auth header is empty","","2026-08-05","passed","2026-08-05","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectUnauthorisedDepositRequest"
"","6844","User delete is rejected when user is not exist","","2026-08-05","passed","2026-08-05","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenUserIsNotExist"
"","13403","Transfer is rejected when sender account does not exist","","2026-08-05","passed","2026-08-05","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenSenderAccountDoesNotExist"
"","15061","Transfer between own accounts is rejected when balance is insufficient [3] 10000.0","","2026-08-05","passed","2026-08-05","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","11131","Deposit succeeds when amount is within the allowed range [3] 5000.0","","2026-08-05","passed","2026-08-05","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","25160","User name is updated when a valid name is submitted","","2026-08-05","passed","2026-08-05","","ui.ChangeUserProfileUiTest","ui.ChangeUserProfileUiTest","shouldUpdateUserNameWhenNewNameIsValid"
"","1780","User creation is rejected when the request is empty","","2026-08-05","passed","2026-08-05","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsEmpty"
"","11085","Transfer is not processed when additional verification is required [3] 10000.0","","2026-08-05","passed","2026-08-05","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","4587","Transfer is processed when fraud check is approved [3] 10000.0","","2026-08-05","passed","2026-08-05","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
